unique_id;nom_unique;doublon;bdd_source;localisation_qualite;camp_latitude;camp_longitude;URL_maps;iso3;pays;pays_population;pays_surfacekm2;derniere_date_info;actif_dernieres_infos;ouverture/premiere_date;fermeture_date;camp_adresse;camp_code_postal;camp_commune;type_camp;capacite_2017;capacite_2018;capacite_2019;capacite_2020;capacite_2021;capacite_2022;capacite_2023;effectif_2017;effectif_2018;effectif_2019;effectif_2020;effectif_2021;effectif_hommes_2022;effectif_femmes_2022;effectifs_mineurs_2022;effectif_total_2022;duree_max_2017;duree_max_2018;duree_max_2019;duree_max_2020;duree_max_2021;duree_max_2022;duree_moy_2017;duree_moy_2018;duree_moy_2019;duree_moy_2020;duree_moy_2021;duree_moy_2022;mineurs_2017;mineurs_2018;mineurs_2019;mineurs_2020;mineurs_2021;nationalite;capacite;prison;degurba;horsdburba;ville_proche_nom;ville_proche_code postal;ville_proche_population;distance_ville_proche;eurostat_computed_fua_code;eurostat_computed_gisco_id;eurostat_name_ascii_2016;eurostat_pop_2019;camps_commune_surfacekm2;infrastructure_norm;infrastructure_avant_conversion;infrastructure_solidite;infrastructure_confort;climat;mairie_distance;atm_distance;hopital_distance;pharmacie_distance;arret_bus_distance_km;gare_distance_km;medecin_clinique_hors_camp_distance_km;dentiste_hors_camp_distance_km;ecole_hors_camp_distance_km;poste_hors_camp_distance_km;clc_majoritaire_2;clc_majoritaire_3;clc_majoritaire_23_mixte;clc_majoritaire_13_mixte;distance_13_mines_decharges_chantiers;distance_124_aeroport;distance_123_zones_portuaires;distance_122_reseaux_routiers;distance_24_zones_agricoles_heterogenes;distance_41_zones_humides_interieures;distance_121_zi_zac;distanceschengenkm;eloignementschengen;classificationweb;membersclus3;membersclus4;geom
1212;LA-ROCHELLE - CADA - 2;Non;La_Cimade;vérifiée;46.171985;-1.179569;https://maps.app.goo.gl/1MfXzYuLZ2frZHzW7;FRA;France;67248926.0;636759.0;2022;oui;NA;NA;40 AVENUE DE LA RESISTANCE;17;LA-ROCHELLE;ouvert;NA;NA;NA;NA;NA;125;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;125.0;non;1.0;False;FUA of La Rochelle;NA;225617.0;1.472;FR053C1;FR_17300;Rochelle;75735.0;29.61420451;dur;pas de conversion;4.0;NA;NA;0.98;2.472;0.554;0.082;0.014;3.165;0.554;1.226;0.075;0.776;11.0;112.0;112.0;112.0;31.17;0.609;2.322;2.521;0.895;3.968;1.211;2.211;proche_interne;banlieue;2.0;11.0;0101000020E6100000BD0166BE83DFF2BF8733BF9A03164740
1206;CAEN - CADA - 6;Non;La_Cimade;vérifiée;49.1746251731056;-0.340981968262506;https://maps.app.goo.gl/cEKAAHhHWjkfJtaHA;FRA;France;67248926.0;636759.0;2022;oui;NA;NA;212 Rue d'Auge, 14000 Caen;14;CAEN;ouvert;NA;NA;NA;NA;NA;87;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;87.0;non;1.0;False;FUA of Caen;NA;440960.0;1.585;FR023C2;FR_14118;Caen;105354.0;25.69331819;dur;pas de conversion;4.0;NA;NA;2.362;0.396;1.061;0.099;0.139;0.694;1.534;1.846;0.166;0.089;11.0;112.0;112.0;112.0;6.464;7.08;12.522;0.038;2.561;10.862;0.539;22.392;proche_interne;banlieue;2.0;11.0;0101000020E6100000A1A48D08A6D2D5BF01C61F1E5A964840
1231;Langueux - CADA;Non;La_Cimade;quartier;48.49874;-2.730859;https://maps.app.goo.gl/fQfFsDxBDBXSbTAz6;FRA;France;67248926.0;636759.0;2022;oui;NA;NA;13 Rue Ambroise Paré, 22360 Langueux;22;Langueux;ouvert;NA;NA;NA;NA;NA;255;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;255.0;non;1.0;False;FUA of Saint-Brieuc;NA;181265.0;5.402;FR066L2;FR_22106;Langueux;7692.0;9.21640535;dur;pas de conversion;4.0;NA;NA;1.599;0.717;2.219;0.829;0.073;3.737;1.771;6.981;1.564;1.003;12.0;121.0;121.0;121.0;10.596;9.178;2.763;2.327;1.617;40.522;0.0;4.888;proche_interne;banlieue;2.0;11.0;0101000020E6100000EBE5779ACCD805C0809A5AB6D63F4840
1255;BREST - CADA;Non;La_Cimade;vérifiée;48.417325;-4.491505;https://maps.app.goo.gl/UrWgf7jjjjzRzzoSA;FRA;France;67248926.0;636759.0;2022;oui;NA;NA;2 Rue de Kermaria, 29200 Brest;29;BREST;ouvert;NA;NA;NA;NA;NA;149;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;149.0;non;1.0;False;FUA of Brest;NA;367320.0;7.908;FR037C1;FR_29019;Brest;140064.0;48.72698423;dur;pas de conversion;4.0;NA;NA;0.548;1.883;0.32;0.326;0.156;5.085;0.708;3.583;0.267;0.486;11.0;112.0;112.0;112.0;1.278;4.268;3.495;4.196;0.443;17.194;0.741;5.209;proche_interne;banlieue;2.0;11.0;0101000020E61000002C4833164DF711C0CF66D5E76A354840
1274;BORDEAUX - CADA - 4;Non;La_Cimade;vérifiée;44.838204;-0.582317;https://maps.app.goo.gl/Sd5zeGjV1p2znsLt5;FRA;France;67248926.0;636759.0;2022;oui;NA;NA;4 Rue Claude Bonnier, 33000 Bordeaux;33;BORDEAUX;ouvert;NA;NA;NA;NA;NA;110;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;110.0;non;1.0;False;FUA of Bordeaux;NA;1259547.0;3.745;FR007C1;FR_33063;Bordeaux;254436.0;49.67334569;dur;pas de conversion;4.0;NA;NA;0.27;0.149;0.619;0.173;0.119;2.196;0.678;0.48;0.036;0.106;11.0;111.0;111.0;111.0;7.663;8.112;43.029;1.485;4.125;6.474;0.007;10.374;proche_interne;banlieue;2.0;11.0;0101000020E610000062F4DC4257A2E2BF2DB0C7444A6B4640
1273;BORDEAUX - CADA - 3;Non;La_Cimade;vérifiée;44.831204;-0.562732;https://maps.app.goo.gl/CHEK1Cs5KxD7sQY37;FRA;France;67248926.0;636759.0;2022;oui;NA;NA;6 Rue du Noviciat, 33800 Bordeaux;33;BORDEAUX;ouvert;NA;NA;NA;NA;NA;110;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;110.0;non;1.0;False;FUA of Bordeaux;NA;1259547.0;5.591;FR007C1;FR_33063;Bordeaux;254436.0;49.67334569;dur;pas de conversion;4.0;NA;NA;1.977;0.564;1.272;0.467;0.353;0.954;0.294;2.065;0.028;0.24;11.0;111.0;111.0;111.0;6.305;9.621;44.02;0.093;3.423;6.606;0.786;10.49;proche_interne;banlieue;2.0;11.0;0101000020E61000009C340D8AE601E2BFF62686E4646A4640
1272;EYSINES-CEDEX - CADA;Non;La_Cimade;vérifiée;44.8619992293487;-0.638777987252535;https://maps.app.goo.gl/BA8UR8WmsMqbV4TFA;FRA;France;67248926.0;636759.0;2022;oui;NA;NA;31 Rue Dubrana, 33320 Eysines;33;EYSINES-CEDEX;ouvert;NA;NA;NA;NA;NA;170;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;170.0;non;1.0;False;FUA of Bordeaux;NA;1259547.0;6.067;FR007C1;FR_33162;Eysines;23462.0;12.06190922;dur;pas de conversion;4.0;NA;NA;3.007;1.056;1.56;0.485;0.218;3.092;0.442;2.069;1.145;0.196;11.0;112.0;112.0;112.0;6.513;4.7;40.676;5.203;2.134;7.383;1.074;11.908;proche_interne;banlieue;2.0;11.0;0101000020E610000060F09488DE70E4BF6C9DA1FD556E4640
1280;BEZIERS - CADA - 0;Non;La_Cimade;vérifiée;43.3615719159338;3.21714651729594;https://maps.app.goo.gl/qKeirZXtWqsAFf6m6;FRA;France;67248926.0;636759.0;2022;oui;NA;NA;138 Chem. de l'Oasis, 34500 Béziers;34;BEZIERS;ouvert;NA;NA;NA;NA;NA;80;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80.0;non;1.0;False;FUA of Béziers;NA;188828.0;2.634;FR063C2;FR_34032;Béziers;77177.0;95.65962108;dur;pas de conversion;4.0;NA;NA;2.845;2.309;1.527;1.308;0.087;2.387;0.94;1.3;0.877;1.29;11.0;112.0;112.0;112.0;4.663;10.768;24.26;2.852;0.835;10.313;0.582;18.771;proche_interne;banlieue;2.0;11.0;0101000020E610000096CF3150B7BC09403B0B11FD47AE4540
1278;BEGLES - CADA - 8;Non;La_Cimade;quartier;44.764317;-0.574246;NA;FRA;France;67248926.0;636759.0;2022;oui;NA;NA;5 PLACE DU 14 JUILLET;33;BEGLES;ouvert;NA;NA;NA;NA;NA;151;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;151.0;non;1.0;False;FUA of Bordeaux;NA;1259547.0;10.878;FR007C1;FR_33550;Villenave-d'Ornon;34090.0;21.23902011;dur;pas de conversion;4.0;NA;NA;2.896;0.746;4.913;0.736;0.451;3.07;0.712;1.66;0.592;0.636;11.0;112.0;112.0;112.0;3.331;6.674;40.279;1.296;1.186;14.05;1.298;20.975;proche_interne;banlieue;2.0;11.0;0101000020E61000006C7BBB253960E2BF6F63B323D5614640
1322;SAINT-NAZAIRE - CADA;Non;La_Cimade;vérifiée;47.271129;-2.213656;https://maps.app.goo.gl/mGLSnBBXph7hnSLw9;FRA;France;67248926.0;636759.0;2022;oui;NA;NA;21 Rue de Pornichet, 44600 Saint-Nazaire;44;SAINT-NAZAIRE;ouvert;NA;NA;NA;NA;NA;135;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;135.0;non;1.0;False;FUA of Saint-Nazaire;NA;179490.0;4.786;FR052C2;FR_44184;Saint-Nazaire;69993.0;47.91290226;dur;pas de conversion;4.0;NA;NA;0.334;0.53;3.978;0.491;0.32;2.357;0.393;0.936;0.125;0.713;11.0;111.0;111.0;111.0;4.652;4.623;0.609;1.555;2.01;4.209;2.131;0.13;proche_interne;banlieue;2.0;11.0;0101000020E6100000DFC0E44691B501C0A4FFE55AB4A24740
1321;NANTES - CADA - 1;Non;La_Cimade;vérifiée;47.206458;-1.556121;https://maps.app.goo.gl/4LKmjqFMATdS644V6;FRA;France;67248926.0;636759.0;2022;oui;NA;NA;22 Rue la Tour d'Auvergne, 44200 Nantes;44;NANTES;ouvert;NA;NA;NA;NA;NA;90;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;90.0;non;1.0;False;FUA of Nantes;NA;975869.0;4.483;FR008C1;FR_44109;Nantes;309346.0;65.91748453;dur;pas de conversion;4.0;NA;NA;1.86;0.168;0.485;0.374;0.193;1.871;0.133;1.6;0.087;0.371;12.0;121.0;121.0;121.0;3.896;5.533;42.907;0.168;1.899;2.161;0.0;19.04;proche_interne;banlieue;2.0;11.0;0101000020E6100000ACE63922DFE5F8BFB0FF3A376D9A4740
1320;NANTES - CADA - 0;Non;La_Cimade;vérifiée;47.2474918605104;-1.57417126155736;https://maps.app.goo.gl/ZSNvMPpKosZxsWdAA;FRA;France;67248926.0;636759.0;2022;oui;NA;NA;28 Av. José Maria de Heredia, 44300 Nantes;44;NANTES;ouvert;NA;NA;NA;NA;NA;140;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;140.0;non;1.0;False;FUA of Nantes;NA;975869.0;2.801;FR008C1;FR_44109;Nantes;309346.0;65.91748453;dur;pas de conversion;4.0;NA;NA;0.983;1.581;0.305;0.327;0.392;3.651;0.665;0.385;0.216;0.367;11.0;112.0;112.0;112.0;7.032;9.233;40.568;4.021;1.975;4.684;1.546;18.051;proche_interne;banlieue;2.0;11.0;0101000020E61000001E126B34CE2FF9BF8D7533D0AD9F4740
1324;SAVENAY - CADA;Non;La_Cimade;vérifiée;47.365356;-1.949147;https://maps.app.goo.gl/y4N2wjQALgZeCc4x7;FRA;France;67248926.0;636759.0;2022;oui;NA;NA;2 Rue de Pontchâteau, 44260 Savenay;44;SAVENAY;ouvert;NA;NA;NA;NA;NA;130;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;130.0;non;2.0;False;FUA of Nantes;NA;975869.0;47.122;FR052L2;FR_44195;Savenay;8679.0;25.98664608;dur;pas de conversion;4.0;NA;NA;1.164;1.105;1.622;0.972;0.11;1.073;6.918;1.201;0.402;1.102;11.0;112.0;112.0;112.0;3.408;14.528;13.121;0.026;0.995;6.364;0.664;9.106;proche_interne;ville;3.0;12.0;0101000020E6100000508BC1C3B42FFFBFDDB243FCC3AE4740
1326;NANTES - CADA - 6;Non;La_Cimade;vérifiée;47.209235;-1.526764;https://www.google.fr/maps/@47.2092697,-1.5269726,3a,15y,145.44h,85.45t/data=!3m6!1e1!3m4!1sxpxkN0aQogG4uhSBJw2xLw!2e0!7i16384!8i8192?entry=ttu;FRA;France;67248926.0;636759.0;2022;oui;NA;NA;7 All. Alain Gerbault, 44200 Nantes;44;NANTES;ouvert;NA;NA;NA;NA;NA;140;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;140.0;non;1.0;False;FUA of Nantes;NA;975869.0;6.443;FR008C1;FR_44109;Nantes;309346.0;65.91748453;dur;pas de conversion;4.0;NA;NA;1.02;0.785;1.795;0.332;0.082;1.786;1.142;0.31;0.379;0.344;11.0;112.0;112.0;112.0;5.819;7.27;44.977;0.745;1.297;0.675;0.522;22.296;proche_interne;banlieue;2.0;11.0;0101000020E6100000C05C8B16A06DF8BFDB166536C89A4740
1323;NANTES - CADA - 3;Non;La_Cimade;vérifiée;47.213842;-1.537214;https://maps.app.goo.gl/NYYWpMgcxQbtqNSH9;FRA;France;67248926.0;636759.0;2022;oui;NA;NA;1 Rue de l'Allier, 44000 Nantes;44;NANTES;ouvert;NA;NA;NA;NA;NA;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;100.0;non;1.0;False;FUA of Nantes;NA;975869.0;5.056;FR008C1;FR_44109;Nantes;309346.0;65.91748453;dur;pas de conversion;4.0;NA;NA;0.764;0.166;1.069;0.787;0.11;0.576;1.069;1.264;0.159;0.395;11.0;112.0;112.0;112.0;5.537;7.068;44.083;0.044;1.979;0.522;0.362;21.137;proche_interne;banlieue;2.0;11.0;0101000020E6100000E6400FB56D98F8BF7041B62C5F9B4740
1327;REZE - CADA;Non;La_Cimade;vérifiée;47.165025;-1.545524;https://maps.app.goo.gl/kv9UZ1Le9kvu3wpg9;FRA;France;67248926.0;636759.0;2022;oui;NA;NA;3 Rue Robert Schuman, 44400 Rezé;44;REZE;ouvert;NA;NA;NA;NA;NA;90;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;90.0;non;1.0;False;FUA of Nantes;NA;975869.0;11.223;FR008C1;FR_44143;Rezé;41411.0;15.62020408;dur;pas de conversion;4.0;NA;NA;3.134;0.649;2.529;0.656;0.136;4.632;0.203;3.663;0.486;0.355;11.0;112.0;112.0;112.0;0.728;3.88;45.116;3.843;0.497;5.708;0.169;21.55;proche_interne;banlieue;2.0;11.0;0101000020E6100000FEEDB25F77BAF8BFDE02098A1F954740
1403;FUILLA - CADA;Non;La_Cimade;vérifiée;42.565045412406;2.36050217715103;https://maps.app.goo.gl/VSwwm5aQq5qG87Nh7;FRA;France;67248926.0;636759.0;2022;oui;NA;NA;39 Anc. Chem. de Villefranch, 66820 Fuilla;66;FUILLA;ouvert;NA;NA;NA;NA;NA;172;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;172.0;non;3.0;False;FUA of Perpignan;NA;405831.0;63.719;FR043L2;FR_66085;Fuilla;448.0;9.70174023;dur;pas de conversion;4.0;NA;NA;0.179;3.35;9.983;4.471;0.363;4.158;10.004;10.086;0.503;0.429;11.0;112.0;112.0;112.0;23.272;44.739;55.182;38.788;0.015;29.875;8.095;22.578;proche_interne;ville;3.0;12.0;0101000020E6100000F80028F74EE20240F184776853484540
1402;PERPIGNAN - CADA;Non;La_Cimade;vérifiée;42.71463;2.895748;https://maps.app.goo.gl/PaXdtZCrtazxjt6Q9;FRA;France;67248926.0;636759.0;2022;oui;NA;NA;26 Chem. de la Poudrière, 66000 Perpignan;66;PERPIGNAN;ouvert;NA;NA;NA;NA;NA;140;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;140.0;non;1.0;False;FUA of Perpignan;NA;405831.0;3.281;FR043C2;FR_66136;Perpignan;120158.0;68.13417095;dur;pas de conversion;4.0;NA;NA;1.213;2.129;0.252;0.087;0.15;3.253;1.964;2.696;0.492;0.863;11.0;112.0;112.0;112.0;8.299;2.014;10.625;1.675;0.243;14.311;0.69;16.191;proche_interne;banlieue;2.0;11.0;0101000020E6100000C6A86BED7D2A0740C85EEFFE785B4540
1374;DUNKERQUE - CADA;Non;La_Cimade;vérifiée;51.025218;2.322658;https://maps.app.goo.gl/K1v8FNdaPHkwxB1u5;FRA;France;67248926.0;636759.0;2022;oui;NA;NA;720 Rue de Cassel, 59640 Dunkerque;59;DUNKERQUE;ouvert;NA;NA;NA;NA;NA;90;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;90.0;non;1.0;False;FUA of Dunkerque;NA;261123.0;0.499;FR042C1;FR_59183;Dunkerque;87353.0;41.17688061;dur;pas de conversion;4.0;NA;NA;1.923;3.379;4.604;0.705;0.225;4.213;2.899;1.621;0.326;0.211;11.0;112.0;112.0;112.0;10.662;23.196;1.832;0.699;1.179;16.021;0.467;5.675;proche_interne;banlieue;2.0;11.0;0101000020E61000009757AEB7CD940240A1A2EA573A834940
1375;TOURCOING - CADA;Non;La_Cimade;vérifiée;50.726188;3.179354;https://maps.app.goo.gl/LKgocwR3vtyAEHaQ7;FRA;France;67248926.0;636759.0;2022;oui;NA;NA;100 Rue du Général Bonnaud, 59200 Tourcoing;59;TOURCOING;ouvert;NA;NA;NA;NA;NA;104;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;104.0;non;1.0;False;FUA of Lille;NA;1512928.0;18.787;BE013C1;FR_59599;Tourcoing;97368.0;15.14565897;dur;pas de conversion;4.0;NA;NA;2.024;2.361;2.997;0.807;0.411;1.999;1.648;2.308;0.357;0.437;11.0;112.0;112.0;112.0;5.132;9.761;54.525;0.633;0.771;18.824;0.99;0.253;proche_interne;banlieue;2.0;11.0;0101000020E610000018416326516F0940B35F77BAF35C4940
129;Palaiseau;Non;Migreurop;vérifiée;48.71352;2.2512;NA;FRA;France;67248926.0;636759.0;2022;oui;2005;NA;13. rue Emile Zola;91120;Palaiseau;fermé;40;40.0;40.0;NA;NA;NA;NA;600;NA;662;NA;NA;NA;NA;NA;NA;45;45;90;90;90;90;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;40.0;non;1.0;False;FUA of Paris;NA;12882627.0;27.497;FR001L1;FR_91477;Palaiseau;35514.0;11.70821499;dur / police;pas de conversion;4.0;NA;NA;0.525;0.633;1.075;0.623;0.535;0.851;0.652;0.664;0.569;0.491;11.0;112.0;112.0;112.0;5.861;4.299;13.042;0.867;0.732;9.257;0.172;236.418;loin_interne;banlieue;2.0;11.0;0101000020E6100000A60A4625750202405E85949F545B4840
1534;OSNY - CADA;Non;La_Cimade;vérifiée;49.057386;2.066913;https://maps.app.goo.gl/DSZ7bAqJQPyDhwSDA;FRA;France;67248926.0;636759.0;2022;oui;NA;NA;12 Rue du Général de Gaulle, 95520 Osny;95;OSNY;ouvert;NA;NA;NA;NA;NA;115;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;115.0;non;1.0;False;FUA of Paris;NA;12882627.0;51.185;FR306C1;FR_95476;Osny;16910.0;12.27792584;dur;pas de conversion;4.0;NA;NA;1.558;1.068;2.856;0.276;0.067;1.159;0.541;2.182;0.159;1.17;11.0;112.0;112.0;112.0;8.693;4.125;18.938;8.28;1.864;31.633;0.081;183.951;loin_interne;banlieue;2.0;11.0;0101000020E6100000016BD5AE09890040C79FA86C58874840
1463;ROUEN - CADA - 3;Non;La_Cimade;quartier;47.209235;-1.526764;NA;FRA;France;67248926.0;636759.0;2022;oui;NA;NA;7 ALL�E ALAIN GERBAULT� 44200 NANTES;76;ROUEN;ouvert;NA;NA;NA;NA;NA;118;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;118.0;non;1.0;False;FUA of Nantes;NA;975869.0;6.443;FR008C1;FR_44109;Nantes;309346.0;65.91748453;dur;pas de conversion;4.0;NA;NA;1.02;0.785;1.795;0.332;0.082;1.786;1.142;0.31;0.379;0.344;11.0;112.0;112.0;112.0;5.819;7.27;44.977;0.745;1.297;0.675;0.522;22.296;proche_interne;banlieue;2.0;11.0;0101000020E6100000C05C8B16A06DF8BFDB166536C89A4740
1397;BAYONNE - CADA;Non;La_Cimade;vérifiée;43.484821;-1.499181;https://maps.app.goo.gl/ebMVHDeJPjNhCqmt8;FRA;France;67248926.0;636759.0;2022;oui;NA;NA;10 Rue Louis Seguin, 64100 Bayonne;64;BAYONNE;ouvert;NA;NA;NA;NA;NA;96;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;96.0;non;1.0;False;FUA of Bayonne;NA;271662.0;0.554;FR046C2;FR_64102;Bayonne;51228.0;25.7814007;dur;pas de conversion;4.0;NA;NA;1.821;1.145;1.394;0.173;0.097;2.57;0.435;1.428;0.318;0.341;11.0;112.0;112.0;112.0;11.978;1.837;2.102;3.609;1.803;11.943;0.142;6.33;proche_interne;banlieue;2.0;11.0;0101000020E6100000A08D5C37A5FCF7BFFEB4519D0EBE4540
1522;LIVRY-GARGAN - CADA;Non;La_Cimade;vérifiée;48.9319932701528;2.56012596001414;https://maps.app.goo.gl/kMqNPtmBeg8HdKzAA;FRA;France;67248926.0;636759.0;2022;oui;NA;NA;56 All. de l'Est, 93190 Livry-Gargan;93;LIVRY-GARGAN;ouvert;NA;NA;NA;NA;NA;140;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;140.0;non;1.0;False;FUA of Paris;NA;12882627.0;23.462;FR001P1;FR_93046;Livry-Gargan;44437.0;7.32891578;dur;pas de conversion;4.0;NA;NA;0.792;2.274;1.936;1.068;0.564;2.033;2.321;2.137;0.51;0.504;11.0;112.0;112.0;112.0;2.895;5.864;18.813;4.247;1.185;39.261;0.064;233.167;loin_interne;banlieue;2.0;11.0;0101000020E6100000EF35BF51237B0440FEB2338E4B774840
1415;Volgelsheim - CADA;Non;La_Cimade;vérifiée;48.017103;7.546223;https://maps.app.goo.gl/X9QnuMQwX2eEad3A8;FRA;France;67248926.0;636759.0;2022;oui;NA;NA;15 Rue du Charme, 68600 Volgelsheim;68;Volgelsheim;ouvert;NA;NA;NA;NA;NA;74;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;74.0;non;2.0;False;FUA of Colmar;NA;199187.0;23.704;FR506L1;FR_68352;Volgelsheim;2668.0;8.823042449999999;dur;pas de conversion;4.0;NA;NA;1.082;1.462;21.417;0.407;0.266;0.281;4.589;20.918;0.112;0.409;11.0;112.0;112.0;112.0;7.237;13.321;47.68;16.049;1.399;4.338;0.174;5.861;proche_interne;ville;3.0;12.0;0101000020E6100000C34A0515552F1E40EDD45C6E30024840
1454;PARIS - CADA - 4;Non;La_Cimade;vérifiée;48.863839;2.399139;https://maps.app.goo.gl/hED2aTEhRLC4HAx56;FRA;France;67248926.0;636759.0;2022;oui;NA;NA;233 Rue des Pyrénées, 75020 Paris;75;PARIS;ouvert;NA;NA;NA;NA;NA;120;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;120.0;non;1.0;False;FUA of Paris;NA;12882627.0;3.078;FR001P1;FR_75056;Paris;2187526.0;105.30344728;dur;pas de conversion;4.0;NA;NA;0.195;0.218;0.309;0.148;0.104;0.221;0.621;0.451;0.171;0.029;11.0;111.0;111.0;111.0;12.391;8.704;10.973;0.814;4.112;26.947;1.101;231.555;loin_interne;banlieue;2.0;11.0;0101000020E61000001477BCC96F3103403201BF46926E4840
1418;Mulhouse - CADA - 8;Non;La_Cimade;vérifiée;47.7422172115604;7.33921582633939;https://maps.app.goo.gl/JypQB44VPjJ9u9LGA;FRA;France;67248926.0;636759.0;2022;oui;NA;NA;5 Rue Jules Ehrmann, 68100 Mulhouse;68;Mulhouse;ouvert;NA;NA;NA;NA;NA;121;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;121.0;non;1.0;False;FUA of Mulhouse;NA;399759.0;2.265;FR040C2;FR_68224;Mulhouse;109443.0;22.43798447;dur;pas de conversion;4.0;NA;NA;0.705;0.364;1.288;0.606;0.172;0.27;0.05;0.246;0.055;0.201;11.0;112.0;112.0;112.0;6.342;6.222;25.417;0.062;2.071;18.677;0.328;20.069;proche_interne;banlieue;2.0;11.0;0101000020E610000037A7C1645B5B1D4012173DF900DF4740
